,ds,na,cb_type,lr,algo,loss,sz,nf,rawloss
56,10,4,mtr,learning_rate:0.001,epsilon:0.05:mtr,0.581081,148.0,18.0,0.581081
57,10,4,dr,learning_rate:0.003,epsilon:0.05:dr,0.337838,148.0,18.0,0.337838
58,10,4,ips,learning_rate:0.003,epsilon:0.05:ips,0.452703,148.0,18.0,0.452703
59,10,4,mtr,learning_rate:0.003,epsilon:0.05:mtr,0.358108,148.0,18.0,0.358108
60,10,4,dr,learning_rate:0.01,epsilon:0.05:dr,0.337838,148.0,18.0,0.337838
61,10,4,ips,learning_rate:0.01,epsilon:0.05:ips,0.344595,148.0,18.0,0.344595
62,10,4,mtr,learning_rate:0.01,epsilon:0.05:mtr,0.540541,148.0,18.0,0.540541
63,10,4,dr,learning_rate:0.03,epsilon:0.05:dr,0.331081,148.0,18.0,0.331081
64,10,4,ips,learning_rate:0.03,epsilon:0.05:ips,0.216216,148.0,18.0,0.216216
65,10,4,mtr,learning_rate:0.03,epsilon:0.05:mtr,0.466216,148.0,18.0,0.466216
66,10,4,dr,learning_rate:0.1,epsilon:0.05:dr,0.290541,148.0,18.0,0.290541
67,10,4,ips,learning_rate:0.1,epsilon:0.05:ips,0.27027,148.0,18.0,0.27027
68,10,4,mtr,learning_rate:0.1,epsilon:0.05:mtr,0.466216,148.0,18.0,0.466216
69,10,4,dr,learning_rate:0.3,epsilon:0.05:dr,0.364865,148.0,18.0,0.364865
70,10,4,ips,learning_rate:0.3,epsilon:0.05:ips,0.493243,148.0,18.0,0.493243
71,10,4,mtr,learning_rate:0.3,epsilon:0.05:mtr,0.310811,148.0,18.0,0.310811
72,10,4,dr,learning_rate:1.0,epsilon:0.05:dr,0.331081,148.0,18.0,0.331081
73,10,4,ips,learning_rate:1.0,epsilon:0.05:ips,0.22973,148.0,18.0,0.22973
74,10,4,mtr,learning_rate:1.0,epsilon:0.05:mtr,0.216216,148.0,18.0,0.216216
75,10,4,dr,learning_rate:3.0,epsilon:0.05:dr,0.310811,148.0,18.0,0.310811
76,10,4,ips,learning_rate:3.0,epsilon:0.05:ips,0.304054,148.0,18.0,0.304054
77,10,4,mtr,learning_rate:3.0,epsilon:0.05:mtr,0.195946,148.0,18.0,0.195946
78,10,4,dr,learning_rate:10.0,epsilon:0.05:dr,0.283784,148.0,18.0,0.283784
79,10,4,ips,learning_rate:10.0,epsilon:0.05:ips,0.459459,148.0,18.0,0.459459
80,10,4,mtr,learning_rate:10.0,epsilon:0.05:mtr,0.195946,148.0,18.0,0.195946
81,10,4,dr,learning_rate:0.001,epsilon:0.1:dr,0.418919,148.0,18.0,0.418919
82,10,4,ips,learning_rate:0.001,epsilon:0.1:ips,0.371622,148.0,18.0,0.371622
83,10,4,mtr,learning_rate:0.001,epsilon:0.1:mtr,0.614865,148.0,18.0,0.614865
84,10,4,dr,learning_rate:0.003,epsilon:0.1:dr,0.263514,148.0,18.0,0.263514
85,10,4,ips,learning_rate:0.003,epsilon:0.1:ips,0.256757,148.0,18.0,0.256757
86,10,4,mtr,learning_rate:0.003,epsilon:0.1:mtr,0.5,148.0,18.0,0.5
87,10,4,dr,learning_rate:0.01,epsilon:0.1:dr,0.371622,148.0,18.0,0.371622
88,10,4,ips,learning_rate:0.01,epsilon:0.1:ips,0.378378,148.0,18.0,0.378378
89,10,4,mtr,learning_rate:0.01,epsilon:0.1:mtr,0.493243,148.0,18.0,0.493243
90,10,4,dr,learning_rate:0.03,epsilon:0.1:dr,0.358108,148.0,18.0,0.358108
91,10,4,ips,learning_rate:0.03,epsilon:0.1:ips,0.378378,148.0,18.0,0.378378
92,10,4,mtr,learning_rate:0.03,epsilon:0.1:mtr,0.527027,148.0,18.0,0.527027
93,10,4,dr,learning_rate:0.1,epsilon:0.1:dr,0.459459,148.0,18.0,0.459459
94,10,4,ips,learning_rate:0.1,epsilon:0.1:ips,0.351351,148.0,18.0,0.351351
95,10,4,mtr,learning_rate:0.1,epsilon:0.1:mtr,0.560811,148.0,18.0,0.560811
96,10,4,dr,learning_rate:0.3,epsilon:0.1:dr,0.277027,148.0,18.0,0.277027
97,10,4,ips,learning_rate:0.3,epsilon:0.1:ips,0.364865,148.0,18.0,0.364865
98,10,4,mtr,learning_rate:0.3,epsilon:0.1:mtr,0.317568,148.0,18.0,0.317568
99,10,4,dr,learning_rate:1.0,epsilon:0.1:dr,0.310811,148.0,18.0,0.310811
100,10,4,ips,learning_rate:1.0,epsilon:0.1:ips,0.310811,148.0,18.0,0.310811
101,10,4,mtr,learning_rate:1.0,epsilon:0.1:mtr,0.25,148.0,18.0,0.25
102,10,4,dr,learning_rate:3.0,epsilon:0.1:dr,0.317568,148.0,18.0,0.317568
103,10,4,ips,learning_rate:3.0,epsilon:0.1:ips,0.358108,148.0,18.0,0.358108
104,10,4,mtr,learning_rate:3.0,epsilon:0.1:mtr,0.22973,148.0,18.0,0.22973
105,10,4,dr,learning_rate:10.0,epsilon:0.1:dr,0.277027,148.0,18.0,0.277027
106,10,4,ips,learning_rate:10.0,epsilon:0.1:ips,0.385135,148.0,18.0,0.385135
107,10,4,mtr,learning_rate:10.0,epsilon:0.1:mtr,0.243243,148.0,18.0,0.243243
108,10,4,dr,learning_rate:0.001,bag:2:dr,0.628378,148.0,18.0,0.628378
109,10,4,ips,learning_rate:0.001,bag:2:ips,0.175676,148.0,18.0,0.175676
110,10,4,mtr,learning_rate:0.001,bag:2:mtr,0.614865,148.0,18.0,0.614865
111,10,4,dr,learning_rate:0.003,bag:2:dr,0.486486,148.0,18.0,0.486486
112,10,4,ips,learning_rate:0.003,bag:2:ips,0.141892,148.0,18.0,0.141892
113,10,4,mtr,learning_rate:0.003,bag:2:mtr,0.567568,148.0,18.0,0.567568
114,10,4,dr,learning_rate:0.01,bag:2:dr,0.47973,148.0,18.0,0.47973
115,10,4,ips,learning_rate:0.01,bag:2:ips,0.168919,148.0,18.0,0.168919
116,10,4,mtr,learning_rate:0.01,bag:2:mtr,0.628378,148.0,18.0,0.628378
117,10,4,dr,learning_rate:0.03,bag:2:dr,0.418919,148.0,18.0,0.418919
118,10,4,ips,learning_rate:0.03,bag:2:ips,0.290541,148.0,18.0,0.290541
119,10,4,mtr,learning_rate:0.03,bag:2:mtr,0.391892,148.0,18.0,0.391892
120,10,4,dr,learning_rate:0.1,bag:2:dr,0.472973,148.0,18.0,0.472973
121,10,4,ips,learning_rate:0.1,bag:2:ips,0.236486,148.0,18.0,0.236486
122,10,4,mtr,learning_rate:0.1,bag:2:mtr,0.378378,148.0,18.0,0.378378
123,10,4,dr,learning_rate:0.3,bag:2:dr,0.466216,148.0,18.0,0.466216
124,10,4,ips,learning_rate:0.3,bag:2:ips,0.378378,148.0,18.0,0.378378
125,10,4,mtr,learning_rate:0.3,bag:2:mtr,0.452703,148.0,18.0,0.452703
126,10,4,dr,learning_rate:1.0,bag:2:dr,0.587838,148.0,18.0,0.587838
127,10,4,ips,learning_rate:1.0,bag:2:ips,0.358108,148.0,18.0,0.358108
128,10,4,mtr,learning_rate:1.0,bag:2:mtr,0.452703,148.0,18.0,0.452703
129,10,4,dr,learning_rate:3.0,bag:2:dr,0.486486,148.0,18.0,0.486486
130,10,4,ips,learning_rate:3.0,bag:2:ips,0.378378,148.0,18.0,0.378378
131,10,4,mtr,learning_rate:3.0,bag:2:mtr,0.466216,148.0,18.0,0.466216
132,10,4,dr,learning_rate:10.0,bag:2:dr,0.486486,148.0,18.0,0.486486
133,10,4,ips,learning_rate:10.0,bag:2:ips,0.391892,148.0,18.0,0.391892
134,10,4,mtr,learning_rate:10.0,bag:2:mtr,0.466216,148.0,18.0,0.466216
135,10,4,dr,learning_rate:0.001,bag:4:dr,0.648649,148.0,18.0,0.648649
136,10,4,ips,learning_rate:0.001,bag:4:ips,0.675676,148.0,18.0,0.675676
137,10,4,mtr,learning_rate:0.001,bag:4:mtr,0.452703,148.0,18.0,0.452703
138,10,4,dr,learning_rate:0.003,bag:4:dr,0.493243,148.0,18.0,0.493243
139,10,4,ips,learning_rate:0.003,bag:4:ips,0.527027,148.0,18.0,0.527027
140,10,4,mtr,learning_rate:0.003,bag:4:mtr,0.506757,148.0,18.0,0.506757
141,10,4,dr,learning_rate:0.01,bag:4:dr,0.52027,148.0,18.0,0.52027
142,10,4,ips,learning_rate:0.01,bag:4:ips,0.547297,148.0,18.0,0.547297
143,10,4,mtr,learning_rate:0.01,bag:4:mtr,0.493243,148.0,18.0,0.493243
144,10,4,dr,learning_rate:0.03,bag:4:dr,0.47973,148.0,18.0,0.47973
145,10,4,ips,learning_rate:0.03,bag:4:ips,0.540541,148.0,18.0,0.540541
146,10,4,mtr,learning_rate:0.03,bag:4:mtr,0.439189,148.0,18.0,0.439189
147,10,4,dr,learning_rate:0.1,bag:4:dr,0.466216,148.0,18.0,0.466216
148,10,4,ips,learning_rate:0.1,bag:4:ips,0.412162,148.0,18.0,0.412162
149,10,4,mtr,learning_rate:0.1,bag:4:mtr,0.337838,148.0,18.0,0.337838
150,10,4,dr,learning_rate:0.3,bag:4:dr,0.466216,148.0,18.0,0.466216
151,10,4,ips,learning_rate:0.3,bag:4:ips,0.445946,148.0,18.0,0.445946
152,10,4,mtr,learning_rate:0.3,bag:4:mtr,0.297297,148.0,18.0,0.297297
153,10,4,dr,learning_rate:1.0,bag:4:dr,0.263514,148.0,18.0,0.263514
154,10,4,ips,learning_rate:1.0,bag:4:ips,0.371622,148.0,18.0,0.371622
155,10,4,mtr,learning_rate:1.0,bag:4:mtr,0.263514,148.0,18.0,0.263514
156,10,4,dr,learning_rate:3.0,bag:4:dr,0.256757,148.0,18.0,0.256757
157,10,4,ips,learning_rate:3.0,bag:4:ips,0.452703,148.0,18.0,0.452703
158,10,4,mtr,learning_rate:3.0,bag:4:mtr,0.101351,148.0,18.0,0.101351
159,10,4,dr,learning_rate:10.0,bag:4:dr,0.256757,148.0,18.0,0.256757
160,10,4,ips,learning_rate:10.0,bag:4:ips,0.486486,148.0,18.0,0.486486
161,10,4,mtr,learning_rate:10.0,bag:4:mtr,0.101351,148.0,18.0,0.101351
162,10,4,dr,learning_rate:0.001,bag:8:dr,0.587838,148.0,18.0,0.587838
163,10,4,ips,learning_rate:0.001,bag:8:ips,0.641892,148.0,18.0,0.641892
164,10,4,mtr,learning_rate:0.001,bag:8:mtr,0.614865,148.0,18.0,0.614865
165,10,4,dr,learning_rate:0.003,bag:8:dr,0.47973,148.0,18.0,0.47973
166,10,4,ips,learning_rate:0.003,bag:8:ips,0.574324,148.0,18.0,0.574324
167,10,4,mtr,learning_rate:0.003,bag:8:mtr,0.587838,148.0,18.0,0.587838
168,10,4,dr,learning_rate:0.01,bag:8:dr,0.506757,148.0,18.0,0.506757
169,10,4,ips,learning_rate:0.01,bag:8:ips,0.641892,148.0,18.0,0.641892
170,10,4,mtr,learning_rate:0.01,bag:8:mtr,0.581081,148.0,18.0,0.581081
171,10,4,dr,learning_rate:0.03,bag:8:dr,0.601351,148.0,18.0,0.601351
172,10,4,ips,learning_rate:0.03,bag:8:ips,0.527027,148.0,18.0,0.527027
173,10,4,mtr,learning_rate:0.03,bag:8:mtr,0.493243,148.0,18.0,0.493243
174,10,4,dr,learning_rate:0.1,bag:8:dr,0.351351,148.0,18.0,0.351351
175,10,4,ips,learning_rate:0.1,bag:8:ips,0.5,148.0,18.0,0.5
176,10,4,mtr,learning_rate:0.1,bag:8:mtr,0.378378,148.0,18.0,0.378378
177,10,4,dr,learning_rate:0.3,bag:8:dr,0.452703,148.0,18.0,0.452703
178,10,4,ips,learning_rate:0.3,bag:8:ips,0.445946,148.0,18.0,0.445946
179,10,4,mtr,learning_rate:0.3,bag:8:mtr,0.452703,148.0,18.0,0.452703
180,10,4,dr,learning_rate:1.0,bag:8:dr,0.209459,148.0,18.0,0.209459
181,10,4,ips,learning_rate:1.0,bag:8:ips,0.378378,148.0,18.0,0.378378
182,10,4,mtr,learning_rate:1.0,bag:8:mtr,0.27027,148.0,18.0,0.27027
183,10,4,dr,learning_rate:3.0,bag:8:dr,0.236486,148.0,18.0,0.236486
184,10,4,ips,learning_rate:3.0,bag:8:ips,0.418919,148.0,18.0,0.418919
185,10,4,mtr,learning_rate:3.0,bag:8:mtr,0.297297,148.0,18.0,0.297297
186,10,4,dr,learning_rate:10.0,bag:8:dr,0.243243,148.0,18.0,0.243243
187,10,4,ips,learning_rate:10.0,bag:8:ips,0.567568,148.0,18.0,0.567568
188,10,4,mtr,learning_rate:10.0,bag:8:mtr,0.317568,148.0,18.0,0.317568
189,10,4,dr,learning_rate:0.001,bag:16:dr,0.621622,148.0,18.0,0.621622
190,10,4,ips,learning_rate:0.001,bag:16:ips,0.581081,148.0,18.0,0.581081
191,10,4,mtr,learning_rate:0.001,bag:16:mtr,0.574324,148.0,18.0,0.574324
192,10,4,dr,learning_rate:0.003,bag:16:dr,0.560811,148.0,18.0,0.560811
193,10,4,ips,learning_rate:0.003,bag:16:ips,0.594595,148.0,18.0,0.594595
194,10,4,mtr,learning_rate:0.003,bag:16:mtr,0.540541,148.0,18.0,0.540541
195,10,4,dr,learning_rate:0.01,bag:16:dr,0.452703,148.0,18.0,0.452703
196,10,4,ips,learning_rate:0.01,bag:16:ips,0.527027,148.0,18.0,0.527027
197,10,4,mtr,learning_rate:0.01,bag:16:mtr,0.533784,148.0,18.0,0.533784
198,10,4,dr,learning_rate:0.03,bag:16:dr,0.614865,148.0,18.0,0.614865
199,10,4,ips,learning_rate:0.03,bag:16:ips,0.533784,148.0,18.0,0.533784
200,10,4,mtr,learning_rate:0.03,bag:16:mtr,0.425676,148.0,18.0,0.425676
201,10,4,dr,learning_rate:0.1,bag:16:dr,0.540541,148.0,18.0,0.540541
202,10,4,ips,learning_rate:0.1,bag:16:ips,0.52027,148.0,18.0,0.52027
203,10,4,mtr,learning_rate:0.1,bag:16:mtr,0.371622,148.0,18.0,0.371622
204,10,4,dr,learning_rate:0.3,bag:16:dr,0.47973,148.0,18.0,0.47973
205,10,4,ips,learning_rate:0.3,bag:16:ips,0.418919,148.0,18.0,0.418919
206,10,4,mtr,learning_rate:0.3,bag:16:mtr,0.337838,148.0,18.0,0.337838
207,10,4,dr,learning_rate:1.0,bag:16:dr,0.27027,148.0,18.0,0.27027
208,10,4,ips,learning_rate:1.0,bag:16:ips,0.358108,148.0,18.0,0.358108
209,10,4,mtr,learning_rate:1.0,bag:16:mtr,0.351351,148.0,18.0,0.351351
210,10,4,dr,learning_rate:3.0,bag:16:dr,0.22973,148.0,18.0,0.22973
211,10,4,ips,learning_rate:3.0,bag:16:ips,0.405405,148.0,18.0,0.405405
212,10,4,mtr,learning_rate:3.0,bag:16:mtr,0.175676,148.0,18.0,0.175676
213,10,4,dr,learning_rate:10.0,bag:16:dr,0.222973,148.0,18.0,0.222973
214,10,4,ips,learning_rate:10.0,bag:16:ips,0.5,148.0,18.0,0.5
215,10,4,mtr,learning_rate:10.0,bag:16:mtr,0.337838,148.0,18.0,0.337838
216,10,4,dr,learning_rate:0.001,bag:2:greedify:dr,0.533784,148.0,18.0,0.533784
217,10,4,ips,learning_rate:0.001,bag:2:greedify:ips,0.351351,148.0,18.0,0.351351
218,10,4,mtr,learning_rate:0.001,bag:2:greedify:mtr,0.466216,148.0,18.0,0.466216
219,10,4,dr,learning_rate:0.003,bag:2:greedify:dr,0.445946,148.0,18.0,0.445946
220,10,4,ips,learning_rate:0.003,bag:2:greedify:ips,0.574324,148.0,18.0,0.574324
221,10,4,mtr,learning_rate:0.003,bag:2:greedify:mtr,0.243243,148.0,18.0,0.243243
222,10,4,dr,learning_rate:0.01,bag:2:greedify:dr,0.331081,148.0,18.0,0.331081
223,10,4,ips,learning_rate:0.01,bag:2:greedify:ips,0.263514,148.0,18.0,0.263514
224,10,4,mtr,learning_rate:0.01,bag:2:greedify:mtr,0.412162,148.0,18.0,0.412162
225,10,4,dr,learning_rate:0.03,bag:2:greedify:dr,0.310811,148.0,18.0,0.310811
226,10,4,ips,learning_rate:0.03,bag:2:greedify:ips,0.263514,148.0,18.0,0.263514
227,10,4,mtr,learning_rate:0.03,bag:2:greedify:mtr,0.27027,148.0,18.0,0.27027
228,10,4,dr,learning_rate:0.1,bag:2:greedify:dr,0.22973,148.0,18.0,0.22973
229,10,4,ips,learning_rate:0.1,bag:2:greedify:ips,0.243243,148.0,18.0,0.243243
230,10,4,mtr,learning_rate:0.1,bag:2:greedify:mtr,0.168919,148.0,18.0,0.168919
231,10,4,dr,learning_rate:0.3,bag:2:greedify:dr,0.202703,148.0,18.0,0.202703
232,10,4,ips,learning_rate:0.3,bag:2:greedify:ips,0.337838,148.0,18.0,0.337838
233,10,4,mtr,learning_rate:0.3,bag:2:greedify:mtr,0.195946,148.0,18.0,0.195946
234,10,4,dr,learning_rate:1.0,bag:2:greedify:dr,0.175676,148.0,18.0,0.175676
235,10,4,ips,learning_rate:1.0,bag:2:greedify:ips,0.337838,148.0,18.0,0.337838
236,10,4,mtr,learning_rate:1.0,bag:2:greedify:mtr,0.425676,148.0,18.0,0.425676
237,10,4,dr,learning_rate:3.0,bag:2:greedify:dr,0.162162,148.0,18.0,0.162162
238,10,4,ips,learning_rate:3.0,bag:2:greedify:ips,0.27027,148.0,18.0,0.27027
239,10,4,mtr,learning_rate:3.0,bag:2:greedify:mtr,0.452703,148.0,18.0,0.452703
240,10,4,dr,learning_rate:10.0,bag:2:greedify:dr,0.162162,148.0,18.0,0.162162
241,10,4,ips,learning_rate:10.0,bag:2:greedify:ips,0.358108,148.0,18.0,0.358108
242,10,4,mtr,learning_rate:10.0,bag:2:greedify:mtr,0.452703,148.0,18.0,0.452703
243,10,4,dr,learning_rate:0.001,bag:4:greedify:dr,0.641892,148.0,18.0,0.641892
244,10,4,ips,learning_rate:0.001,bag:4:greedify:ips,0.52027,148.0,18.0,0.52027
245,10,4,mtr,learning_rate:0.001,bag:4:greedify:mtr,0.587838,148.0,18.0,0.587838
246,10,4,dr,learning_rate:0.003,bag:4:greedify:dr,0.398649,148.0,18.0,0.398649
247,10,4,ips,learning_rate:0.003,bag:4:greedify:ips,0.560811,148.0,18.0,0.560811
248,10,4,mtr,learning_rate:0.003,bag:4:greedify:mtr,0.5,148.0,18.0,0.5
249,10,4,dr,learning_rate:0.01,bag:4:greedify:dr,0.418919,148.0,18.0,0.418919
250,10,4,ips,learning_rate:0.01,bag:4:greedify:ips,0.331081,148.0,18.0,0.331081
251,10,4,mtr,learning_rate:0.01,bag:4:greedify:mtr,0.472973,148.0,18.0,0.472973
252,10,4,dr,learning_rate:0.03,bag:4:greedify:dr,0.418919,148.0,18.0,0.418919
253,10,4,ips,learning_rate:0.03,bag:4:greedify:ips,0.472973,148.0,18.0,0.472973
254,10,4,mtr,learning_rate:0.03,bag:4:greedify:mtr,0.513514,148.0,18.0,0.513514
255,10,4,dr,learning_rate:0.1,bag:4:greedify:dr,0.283784,148.0,18.0,0.283784
256,10,4,ips,learning_rate:0.1,bag:4:greedify:ips,0.398649,148.0,18.0,0.398649
257,10,4,mtr,learning_rate:0.1,bag:4:greedify:mtr,0.324324,148.0,18.0,0.324324
258,10,4,dr,learning_rate:0.3,bag:4:greedify:dr,0.114865,148.0,18.0,0.114865
259,10,4,ips,learning_rate:0.3,bag:4:greedify:ips,0.358108,148.0,18.0,0.358108
260,10,4,mtr,learning_rate:0.3,bag:4:greedify:mtr,0.297297,148.0,18.0,0.297297
261,10,4,dr,learning_rate:1.0,bag:4:greedify:dr,0.25,148.0,18.0,0.25
262,10,4,ips,learning_rate:1.0,bag:4:greedify:ips,0.317568,148.0,18.0,0.317568
263,10,4,mtr,learning_rate:1.0,bag:4:greedify:mtr,0.459459,148.0,18.0,0.459459
264,10,4,dr,learning_rate:3.0,bag:4:greedify:dr,0.25,148.0,18.0,0.25
265,10,4,ips,learning_rate:3.0,bag:4:greedify:ips,0.263514,148.0,18.0,0.263514
266,10,4,mtr,learning_rate:3.0,bag:4:greedify:mtr,0.466216,148.0,18.0,0.466216
267,10,4,dr,learning_rate:10.0,bag:4:greedify:dr,0.337838,148.0,18.0,0.337838
268,10,4,ips,learning_rate:10.0,bag:4:greedify:ips,0.364865,148.0,18.0,0.364865
269,10,4,mtr,learning_rate:10.0,bag:4:greedify:mtr,0.466216,148.0,18.0,0.466216
270,10,4,dr,learning_rate:0.001,bag:8:greedify:dr,0.641892,148.0,18.0,0.641892
271,10,4,ips,learning_rate:0.001,bag:8:greedify:ips,0.641892,148.0,18.0,0.641892
272,10,4,mtr,learning_rate:0.001,bag:8:greedify:mtr,0.554054,148.0,18.0,0.554054
273,10,4,dr,learning_rate:0.003,bag:8:greedify:dr,0.533784,148.0,18.0,0.533784
274,10,4,ips,learning_rate:0.003,bag:8:greedify:ips,0.47973,148.0,18.0,0.47973
275,10,4,mtr,learning_rate:0.003,bag:8:greedify:mtr,0.547297,148.0,18.0,0.547297
276,10,4,dr,learning_rate:0.01,bag:8:greedify:dr,0.378378,148.0,18.0,0.378378
277,10,4,ips,learning_rate:0.01,bag:8:greedify:ips,0.567568,148.0,18.0,0.567568
278,10,4,mtr,learning_rate:0.01,bag:8:greedify:mtr,0.513514,148.0,18.0,0.513514
279,10,4,dr,learning_rate:0.03,bag:8:greedify:dr,0.385135,148.0,18.0,0.385135
280,10,4,ips,learning_rate:0.03,bag:8:greedify:ips,0.574324,148.0,18.0,0.574324
281,10,4,mtr,learning_rate:0.03,bag:8:greedify:mtr,0.445946,148.0,18.0,0.445946
282,10,4,dr,learning_rate:0.1,bag:8:greedify:dr,0.385135,148.0,18.0,0.385135
283,10,4,ips,learning_rate:0.1,bag:8:greedify:ips,0.378378,148.0,18.0,0.378378
284,10,4,mtr,learning_rate:0.1,bag:8:greedify:mtr,0.506757,148.0,18.0,0.506757
285,10,4,dr,learning_rate:0.3,bag:8:greedify:dr,0.452703,148.0,18.0,0.452703
286,10,4,ips,learning_rate:0.3,bag:8:greedify:ips,0.445946,148.0,18.0,0.445946
287,10,4,mtr,learning_rate:0.3,bag:8:greedify:mtr,0.391892,148.0,18.0,0.391892
288,10,4,dr,learning_rate:1.0,bag:8:greedify:dr,0.466216,148.0,18.0,0.466216
289,10,4,ips,learning_rate:1.0,bag:8:greedify:ips,0.310811,148.0,18.0,0.310811
